Nahuatl|Spanish|Verse
On ocsequimej tiopixquej sanoyej omiyequiyajquej, pampa sa ompa mictiayaj niman ijcon xoc hueliyaj quichihuayaj intequiu.|A la verdad, muchos fueron hechos sacerdotes, porque debido a la muerte no podían permanecer|b.HEB.7.23
Pero Jesús oquijlij: ―Tejhua xtihebrea. Tla nimitzpalehuis, yejhua in sa no ijqui quen nicualtisquia se chichi intlacual on iconehuan Dios.|Él le respondió diciendo: --No es bueno tomar el pan de los hijos y echarlo a los perritos|b.MAT.15.26
Nochimej tocnihuan yejhuan nican nemi mechtlajpalohuaj. Xmotlajpalocan ihuan ocsequimej ican miyec tetlajsojtlalistli.|Os saludan todos los hermanos. Saludaos los unos a los otros con un beso santo|b.1CO.16.20
Niman aman nechyolcuitiaj san ipampa on tlamachalistli yejhuan nicpia ica Dios quinyolihuitis on mimiquej ijcon quen yoquimijlijcaj on toachtojtajhuan.|Y ahora soy sometido a juicio por la esperanza de la promesa que Dios hizo a nuestros padres|b.ACT.26.6
Yejhua in yencuic rey oquincajcayau tlamach ica on tochantlacaj hebreos, niman xcuajli oquimpix on toachtojtajhuan hasta quinchihualtiaya para ma quincahuatij inconehuan ne tlapatlaco yejhuan quemach tlacatij para ompa ma miquican.|Con astucia este rey se aprovechó de nuestro pueblo y maltrató a nuestros padres, haciéndoles exponer a la muerte a sus bebés para que no sobreviviesen|b.ACT.7.19
Xnemilican nochipa quen ijqui nenhuelisquej nenquiselisquej itetlajsojtlalis Dios. Niman xchacan on yencuic nemilistli para nochipa yejhuan toTeco Jesucristo techmacas ican iteicnelilis.|conservaos en el amor de Dios, aguardando con esperanza la misericordia de nuestro Señor Jesucristo para vida eterna|b.JUD.1.21
Quemaj on Espíritu Santo sanoyej oquipactij Jesús niman Jesús oquijtoj: ―Nimitzhueyilia noTajtzin, iTeco ilhuicac niman tlalticpactli, pampa otiquinmiyanilij in tlajtlamach on yejhuan tlajmatquej niman on tlacajsicamatquej, niman otiquimpantlantilij on yejhuan mitzneltocaj quen coconej. Quemaj, noTajtzin, ijquin oticchiu pampa tejhua ijqui oticnec.|"En aquella misma hora Jesús se regocijó en el Espíritu Santo y dijo: ""Yo te alabo, oh Padre, Señor del cielo y de la tierra, porque has escondido estas cosas de los sabios y entendidos y las has revelado a los niños. Sí, Padre, porque así te agradó"|b.LUK.10.21
Pero tla totlajtlacol quipanextia ica Dios yolmelajqui, ¿tlinon, tej, quijtosnequi ijcuac Dios techcastigarohua? ¿Huelis tiquijtosquej ica Dios xcuajli quichihua pampa techcastigarohua? (Ijquin tlajtlajtohuaj on tlalticpactlacamej itech ica Dios.)|Pero si nuestra injusticia hace resaltar la justicia de Dios, ¿qué diremos? ¿Acaso es injusto Dios que da el castigo? (Hablo como hombre.|b.ROM.3.5
'In tlen niquijtohua xpara nochimej nemejhuamej. Nejhua niquixmatzticaj inyojlo nochimej on yejhuan yoniquintlapejpenij. Pero ica oncaj nochihuas on tlen quijtohua on Yectlajcuilojli: “On yejhuan nohuan tlacua, yonocuep notlahuelicniu.”|No hablo así de todos vosotros. Yo sé a quiénes he elegido; pero para que se cumpla la Escritura: El que come pan conmigo levantó contra mí su talón|b.JOH.13.18
Xqueman caquisti tla quitenehuaj ica yejhua oquipix itaj, noso inan, noso on itajhuehuentzitzihuan. No ijqui xqueman caquisti tla quitenehuaj on ijcuac otlacat nion on ijcuac yejhua omic. Ijcon, tej, yejhua para nochipa hueyi tiopixqui quen iConeu Dios.|Sin padre ni madre ni genealogía, no tiene principio de días ni fin de vida; y en esto se asemeja al Hijo de Dios, en que permanece sacerdote para siempre|b.HEB.7.3
Simeón oquinapaloj on conetzintli niman oquihueyilij Dios, oquijtoj:|Simeón le tomó en sus brazos y bendijo a Dios diciendo|b.LUK.2.28
Pero Jesús ohuajnocuep, niman ocomintac on ocsequimej inomachtijcahuan, niman ijquin ocajhuac Pedro: ―Xnechtlalcahui Satanás. Tejhua Pedro, xticnemilia quen Dios, yej tejhua ticnemilia quen on tlacamej.|Pero él se dio vuelta, y mirando a sus discípulos reprendió a Pedro diciéndole: --¡Quítate de delante de mí, Satanás! Porque no piensas en las cosas de Dios, sino en las de los hombres|b.MAR.8.33
Yejhua on rey ye pejticatca quixtiaya cuentas ijcuac ocuiquilijquej se itequipanojcau yejhuan cuiquiliaya miyec millones de pesos.|Y cuando él comenzó a hacer cuentas, le fue traído uno que le debía diez mil talentos|b.MAT.18.24
Ijcuac ijcon titlajtlacohua itech se tocniu, niman tictlamachilispolohua, tejhua no titlajtlacohua itech Cristo.|De esta manera, pecando contra los hermanos e hiriendo sus débiles conciencias, contra Cristo estáis pecando|b.1CO.8.12
Quemaj oquintlajtoltij on tlacamej: ―¿Totlanahuatil tlinon techcahuilia ticchihuasquej ipan on tonajli de nesehuijli? ¿Techcahuilia ticchihuilisquej on tlen cuajli on tlacamej, noso on tlen xcuajli? ¿Techcahuilia ticmaquixtisquej on nemilistli, noso ticmictisquej? Pero yejhuamej xoquinanquilijquej.|Y a ellos les dijo: --¿Es lícito en sábado hacer bien o hacer mal? ¿Salvar la vida o matar? Pero ellos callaban|b.MAR.3.4
Yejhua ica on yejhuan quinemiliaj melajcanemij, ma notacan sa no yejhuamej para ma ca huetzisquej.|Así que, el que piensa estar firme, mire que no caiga|b.1CO.10.12
Niman Jesús oquimijlij: ―Nemejhuamej nenquintejtemohuaj michimej. Pero aman xhuajhuiyan nohuan, niman nenquintejtemosquej tlacamej para nenquinhuicasquej itech Dios.|"Jesús les dijo: ""Venid en pos de mí, y os haré pescadores de hombres."|b.MAR.1.17
Masqui Cristo sa no yejhua Dios, yejhua oquinocahualtij on tlajtlamach yejhuan Dios quimelahua quipia. Yejhua ica tej, para achitzin tiempo xoc onenquen Dios nemi.|Existiendo en forma de Dios, él no consideró el ser igual a Dios como algo a qué aferrarse|b.PHI.2.6
Yejhua ijquin mitzijlia: Nejhua niquixmati quen titlajyohuia niman ica xitlaj ticpia, masqui ica tlen melahuac tejhua tirrico ixpan Dios. No nicmatzticaj ica on yejhuan notenehuaj hebreos mitzijtohuiliaj on tlen xcuajli. Pero yejhuamej xmelahuac nopohuaj quen hebreos, yej nopohuaj ihuan Satanás.|Yo conozco tu tribulación y tu pobreza--aunque eres rico--, y la blasfemia de los que dicen ser judíos y no lo son; más bien, son sinagoga de Satanás|b.REV.2.9
Pero yejhuamej ohuajquisquej, oquitetlajtlajtohuilijquej nochihuiyan on tlen Jesús oquichiu.|Pero ellos salieron y difundieron su fama por toda aquella tierra|b.MAT.9.31
Pampa on tiopixqui xcojtic ipan itlaneltoc, ica oncaj quiteixpantilia huentin xsan ipampa intlajtlacolhuan on tlacamej, yej no ipampa itlajtlacolhuan yejhua.|Y por causa de esta debilidad debe ofrecer sacrificio, tanto por sus propios pecados como por los del pueblo|b.HEB.5.3
Niman ijcuac nencaquisquej ica oncaj guerras niman revoluciones, ma ca nemomojtisquej. Tej, nochi yejhua on ica oncaj achtopa nochihuas. Pero ijcuac ijcon nochihuas, oc xejhua tonajli para ipan in tlalticpactli tlatlajtlamis nimantzin.|Y cuando oigáis de guerras y de revoluciones, no os atemoricéis. Porque es necesario que estas cosas acontezcan primero, pero el fin no será de inmediato|b.LUK.21.9
'Yejhua ica nonequi, tej, ma tictlapejpenijcan se intech in tlacamej yejhuan onenquej sa secan tohuan nochipa ijcuac toTeco Jesús quistinemiya totzajlan.|Por tanto, de estos hombres que han estado junto con nosotros todo el tiempo que el Señor Jesús entraba y salía entre nosotros|b.ACT.1.21
Yejhua ica on tlacatl yejhuan tetlajtlacolmaca xhuelis itlaj ica quinanquilis Dios para ica nomanahuis itech. Ximportarohua aquin yejhua. Ijcuac ocse quitlajtlacolmaca, sa no yejhua notlajtlacolmaca pampa sa no yejhua tlajtlamach quichihua.|Por lo tanto, no tienes excusa, oh hombre, no importa quién seas tú que juzgas; porque en lo que juzgas a otro, te condenas a ti mismo, pues tú que juzgas haces lo mismo|b.ROM.2.1
Masqui xnitlanamactli itech yacaj tlacatl, nochi tlacatl itech ninochihua tlanamactli para más miyequej niquinhuicas itech Cristo.|A pesar de ser libre de todos, me hice siervo de todos para ganar a más|b.1CO.9.19
Dios quimpopolohuilis nochi ajmantli, niman xoc onyas miquilistli, nion choquistli, nion ajmantli, nion cocolistli, pampa nochi tlen achtoj oncatca yopanoc.|Y Dios enjugará toda lágrima de los ojos de ellos. No habrá más muerte, ni habrá más llanto, ni clamor, ni dolor; porque las primeras cosas ya pasaron.|b.REV.21.4
Ijcon quijtohuayaj ica achtopa oquitacaj Pablo ipan on hueyican ihuan Trófimo, on yejhuan chanej ne Efeso. Yejhua ica quinemiliayaj ica Pablo yocuicac ne ipan on hueyi tiopan.|Porque antes habían visto con él en la ciudad a Trófimo, un efesio, y suponían que Pablo lo había metido en el templo|b.ACT.21.29
¡Lástima de yejhuamej! pampa xquitlacamatij Dios sa no ijqui quen Caín oquichiu. ¡Lástima de yejhuamej! pampa notlajcalij quiteititiaj ma tlajtlacocan ocsequimej pampa quinequij quitlanisquej tomin quen Balaam oquichiu. Niman no ¡lástima de yejhuamej! pampa miquij ica xquitlacamatij on tlanahuatijli no ijqui quen Coré omic.|¡Ay de ellos! Porque han seguido el camino de Caín; por recompensa se lanzaron en el error de Balaam y perecieron en la insurrección de Coré|b.JUD.1.11
Niman on tenotzquej yejhuan ompa ihuan yejyehuaticatcaj opeu sa no yejhuamej quinojliaj: ―¿Aquin tlacatl in? ¿Tlica quinemilia hueli quitetlapojpolhuilia tetlajtlacol?|Los que estaban con él a la mesa comenzaron a decir entre sí: --¿Quién es éste, que hasta perdona pecados|b.LUK.7.49
Pedro ocsejpa oquinenec, niman nimantzin otzajtzic se caxtil.|Pedro negó otra vez, y en seguida cantó el gallo|b.JOH.18.27
Yejhua ica nejhua oninomojtij, niman oniaj oniquiyanato motomin ne ijtic tlajli. Pero nican ticpia on tlen otinechmacac.”|Y como tuve miedo, fui y escondí tu talento en la tierra. Aquí tienes lo que es tuyo.|b.MAT.25.25
Yej tiquitaj Jesús yejhuan Dios oquitlalij xmás hueyixticaj xquen on ilhuicactequitquej ipan quesqui tonaltin. Ijcon oquichiu ica ihueyi teicnelilis para omic ipampa nochi tlacatl. Ijcon, tej, tiquitaj ica aman yejhua quipia hueyilistli niman tetlacaitalistli pampa otlajyohuij niman omic ne ipan on cojnepanojli.|Sin embargo, vemos a Jesús, quien por poco tiempo fue hecho menor que los ángeles, coronado de gloria y honra por el padecimiento de la muerte, para que por la gracia de Dios gustase la muerte por todos|b.HEB.2.9
Itechcopa imiquilis Cristo ne ipan icojnepanol, no oquipopoloj on tlahuejli yejhuan oncatca intzajlan Dios niman on tlacamej yejhuan sanquen hebreos niman on xhebreos. Ijcon oquinsentlalij on hebreos niman xhebreos san secan quen se cuerpo ican yolsehuilistli san secan ihuan Dios.|También reconcilió con Dios a ambos en un solo cuerpo, por medio de la cruz, dando muerte en ella a la enemistad|b.EPH.2.16
Xmitzpactiaj on ofrendas de yolquej yejhuan quintlatiaj ne ipan tlaixpan nion yejhua on huentli yejhuan notlaliaj para ma notlapojpolhui on tlajtlacojli.|Holocaustos y sacrificios por el pecado no te agradaron|b.HEB.10.6
Notlajsojcaicnihuan, ma titotlajsojtlacan inhuan ocsequimej, pampa on tetlajsojtlalistli hualehua itech Dios. Yejhua ica on yejhuan tetlajsojtla yejhua teconeu itech Dios niman quixmati Dios.|Amados, amémonos unos a otros, porque el amor es de Dios. Y todo aquel que ama ha nacido de Dios y conoce a Dios|b.1JO.4.7
Ijcuac Dios quitenehua on yencuic pacto, quiteititia ica on achtoj pacto yoijsoliu. Niman on tlen ye ijsolijtiu saniman popolohuis.|"Al decir ""nuevo"", ha declarado caduco al primero; y lo que se ha hecho viejo y anticuado está a punto de desaparecer"|b.HEB.8.13
Niman ijcon quen Moisés oquipiloj on cohuatl ne campa tlapatlaco, ica oncaj no ijqui nechajcopilosquej nejhua yejhuan oninochiu Tlacatl|Y como Moisés levantó la serpiente en el desierto, así es necesario que el Hijo del Hombre sea levantado|b.JOH.3.14
'On yejhuan xitlaj ica nechixnamiqui nohuan nopohua, niman on yejhuan xnohuan tlasentlalia tepopolohua.|El que no está conmigo, contra mí está; y el que conmigo no recoge, desparrama|b.LUK.11.23
Niman ijcuac yonochiu nochi yejhua on, toTeco oquititlan se ilhuicactequitquetl yejhuan oquinotz Felipe, niman oquijlij: ―Xmotelquetza niman xhuiya ne ica ipan sur ipan on ojtli yejhuan temohua ne Jerusalén niman yau hasta Gaza. Yejhua on ojtli panohua ne campa tlapatlaco.|"Un ángel del Señor habló a Felipe diciendo: ""Levántate y ve hacia el sur por el camino que desciende de Jerusalén a Gaza, el cual es desierto."|b.ACT.8.26
Yej secan ipan on Yectlajcuilojli quijtohua: Oh Dios, ¿tlen hueyilistli quipia on tlacatl, ica tiquelnamiqui? ¿Tlen hueyilistli quipia on tlalticpactlacatl ica ticuajmatzticaj?|Pues alguien dio testimonio en un lugar, diciendo: ¿Qué es el hombre, para que te acuerdes de él, o el hijo del hombre, para que tengas cuidado de él|b.HEB.2.6
Quemaj ocsejpa oquintitlan ocsequimej itequitcahuan, niman oquimijlij: “Xquimijlican on yejhuan yotiquinnotzcaj ica ye nicpia listo on tlacuajli. Nohuacaxhuan niman ocsequimej yolquej yejhuan tojtomajquej yoquinmictijquej, niman nochi on tlacuajli ye oncaj listo. Ma hualajtetzican ipan in ilhuitl.”|"Volvió a enviar otros siervos, diciendo: ""Decid a los invitados: 'He aquí, he preparado mi comida; mis toros y animales engordados han sido matados, y todo está preparado. Venid a las bodas.'"|b.MAT.22.4
Ipan ocse tonaltin onenquichijquej on tlen xcuajli. Pero aman nenquichihuaj on tlen cuajli, pampa nennemij san secan ihuan toTeco. Yejhua ica xnemican ipan itlahuil Dios niman xchihuacan tlen cuajli.|porque si bien en otro tiempo erais tinieblas, ahora sois luz en el Señor. ¡Andad como hijos de luz|b.EPH.5.8
Ijcuac yejhuamej yotlanquej quiteijliaj on tiotlajtojli yejhuan quiselisquej itech Dios, on xcuajli yolqui yejhuan quijsa ipan on pozo yejhuan xnejsi quech ica huejcatlan quinhuijsoquis, niman quintlanis, niman quinmictis.|Cuando hayan concluido su testimonio, la bestia que sube del abismo hará guerra contra ellos, los vencerá y los matará|b.REV.11.7
Chica yejhuamej on sihuamej yayaj, sequimej soldados, yejhuan quitlajpiayaj on tlalcontli, oyajquej ne ipan on hueyican, niman oquintlajtlajtohuilijquej intlayecancahuan on tiopixquej nochi on tlen onochiu.|Entre tanto que ellas iban, he aquí algunos de la guardia fueron a la ciudad y dieron aviso a los principales sacerdotes de todas las cosas que habían acontecido|b.MAT.28.11
Quemaj oquitlajtoltijquej: ―Temachtijquetl, ¿quemanon nochihuas? ¿Tlen tlamajhuisojli noteititis ijcuac in tlajtlamach ye pehuas nochihuas?|Entonces le preguntaron diciendo: --Maestro, ¿cuándo será esto? ¿Qué señal habrá cuando estas cosas estén por suceder|b.LUK.21.7
Niman ne tlaixpan ohuajquis ocse ilhuicactequitquetl yejhuan quipia itequiu para quitlajpiaya on tlitl. Niman yejhua ican chicahuac tlajtojli oquinotz on yejhuan quipiaya ihoz tlatequi, niman oquijlij: ―Xtequitilti mohoz tlatequi, niman xsentlali itlaquilyo on uvas yejhuan oncaj ipan on tlalticpactli pampa yochicau.|"Y salió del altar otro ángel que tenía poder sobre el fuego. Y llamó a gran voz al que tenía la hoz afilada, diciendo: ""¡Mete tu hoz afilada y vendimia los racimos de la viña de la tierra, porque las uvas están maduras!"|b.REV.14.18
Ocsequi xinachtli oxinito ipan tepetlayoj campa xmás oncaj tlajli, niman on xinachtli nimantzin oixhuac, pampa xmás huejcatlan oncatcaj on tlajli campa oxin.|Otra parte cayó en pedregales, donde no había mucha tierra, y en seguida brotó; porque la tierra no era profunda|b.MAR.4.5
Oquintitlan on itequitcahuan para ma quimanatij on yejhuan itenotzcahuan yejhuan yoquinnotzcaj ipan ilhuitl. Pero on yejhuan yoquinnotzcaj xoquinequej oyajquej ipan in ilhuitl.|Envió a sus siervos para llamar a los que habían sido invitados a las bodas, pero no querían venir|b.MAT.22.3
Ijcuac ica ocpa oniquinnotzatoya, oniquinchicajcanahuatijca yejhuamej on yejhuan quichihuayaj tlajtlacojli, niman nochimej on ocsequimej. Aman ica huejca ninemi, ocsejpa niquinchicajcanahuatia ica ijcuac ocsejpa nias nemechonnotzas, nochimej yejhuan oc tlajtlacohuaj niquincastigaros.|Lo he dicho antes, cuando estaba presente en mi segundo viaje; y ahora que estoy ausente, también lo repito a los que antes han pecado y a todos los demás: que si voy otra vez, no seré indulgente|b.2CO.13.2
Ica tlen melahuac nemechijlia ica on yejhuan quichihua on tlen nejhua niquijtohua, xqueman miquis.|De cierto, de cierto os digo que si alguno guarda mi palabra, nunca verá la muerte para siempre|b.JOH.8.51
'Itech san se tlacatl yejhua oquixtij nochi quech tlacamej nemij ipan in países yejhuan onoquej imanyan in tlalticpactli. Niman cuajli oquitlalij quemanon niman canon tlamandarosquej,|De uno solo ha hecho toda raza de los hombres, para que habiten sobre toda la faz de la tierra. Él ha determinado de antemano el orden de los tiempos y los límites de su habitación|b.ACT.17.26
Niman yejhuamej sanoyej oquitlajtlanilijquej Jesús para ma quisa ompaca ne.|y ellos comenzaron a implorar a Jesús que saliera de sus territorios|b.MAR.5.17
Masqui Pedro niman itehuicalhuan sanoyej cochisnequiyaj, onotlachaltijquej, niman oquitaquej on ihueyilis Jesús niman on omemej tlacamej yejhuan ompa inhuan nemiyaj.|Pedro y los otros con él estaban cargados de sueño; pero se mantuvieron vigilando y vieron su gloria y a dos hombres que estaban con él|b.LUK.9.32
Ijcon quen achtoj yotiquijtojcaj, aman ocsejpa niquijcuilohua: tla yacaj quiteijlia se temachtijli yejhuan quitenehua quitemaca temaquixtilistli, pero xijqui quen onenquiselijcaj achtopa, ma Dios quimaca ihueyi castigo on tlacatl.|Como ya lo hemos dicho, ahora mismo vuelvo a decir: Si alguien os está anunciando un evangelio contrario al que recibisteis, sea anatema|b.GAL.1.9
Tla tictocasquej ica on tlen xcuajli quelehuiya totlalnacayo, ican totlalnacayo ticpixcasquej on xoxotonilistli niman miquilistli. Pero tla tictocasquej ica on tlen quinequi on Espíritu Santo, ica on Espíritu Santo ticpixcasquej nemilistli para nochipa.|Porque el que siembra para su carne, de la carne cosechará corrupción; pero el que siembra para el Espíritu, del Espíritu cosechará vida eterna|b.GAL.6.8
